code,parent_code,name
95.04,95.0,Eye examination under anesthesia
76.1,76,Diagnostic procedures on facial bones and joints
76.11,76.1,Biopsy of facial bone
76.19,76.1,Other diagnostic procedures on facial bones and joints
12.51,12.5,Goniopuncture without goniotomy
12.5,12,Facilitation of intraocular circulation
12.53,12.5,Goniotomy with goniopuncture
12.55,12.5,Cyclodialysis
12.54,12.5,Trabeculotomy ab externo
12.59,12.5,Other facilitation of intraocular circulation
12.52,12.5,Goniotomy without goniopuncture
97.8,97,Other nonoperative removal of therapeutic device
97.83,97.8,Removal of abdominal wall sutures
97.84,97.8,"Removal of sutures from trunk, not elsewhere classified"
97.81,97.8,Removal of retroperitoneal drainage device
97.85,97.8,"Removal of packing from trunk, not elsewhere classified"
97.87,97.8,Removal of other device from trunk
97.86,97.8,Removal of other device from abdomen
97.82,97.8,Removal of peritoneal drainage device
97.88,97.8,Removal of external immobilization device
97.89,97.8,Removal of other therapeutic device
39,35-39.99,Other operations on vessels
93.81,93.8,Recreation therapy
93.85,93.8,Vocational rehabilitation
93.8,93,Other rehabilitation therapy
93.83,93.8,Occupational therapy
93.84,93.8,Music therapy
93.82,93.8,Educational therapy
93.89,93.8,"Rehabilitation, not elsewhere classified"
31.4,31,Diagnostic procedures on larynx and trachea
31.44,31.4,Closed [endoscopic] biopsy of trachea
31.43,31.4,Closed [endoscopic] biopsy of larynx
31.49,31.4,Other diagnostic procedures on trachea
31.41,31.4,Tracheoscopy through artificial stoma
31.42,31.4,Laryngoscopy and other tracheoscopy
31.48,31.4,Other diagnostic procedures on larynx
31.45,31.4,Open biopsy of larynx or trachea
73.1,73,Other surgical induction of labor
56.5,56,Cutaneous uretero-ileostomy
56.52,56.5,Revision of cutaneous uretero-ileostomy
56.51,56.5,Formation of cutaneous uretero-ileostomy
10.9,10,Other operations on conjunctiva
10.99,10.9,Other operations on conjunctiva
10.91,10.9,Subconjunctival injection
49.5,49,Division of anal sphincter
49.51,49.5,Left lateral anal sphincterotomy
49.52,49.5,Posterior anal sphincterotomy
49.59,49.5,Other anal sphincterotomy
15.7,15,Repair of injury of extraocular muscle
80.4,80,"Division of joint capsule, ligament, or cartilage"
80.40,80.4,"Division of joint capsule, ligament, or cartilage, unspecified site"
80.47,80.4,"Division of joint capsule, ligament, or cartilage, ankle"
80.46,80.4,"Division of joint capsule, ligament, or cartilage, knee"
80.43,80.4,"Division of joint capsule, ligament, or cartilage, wrist"
80.44,80.4,"Division of joint capsule, ligament, or cartilage, hand and finger"
80.45,80.4,"Division of joint capsule, ligament, or cartilage, hip"
80.49,80.4,"Division of joint capsule, ligament, or cartilage, other specified sites"
80.41,80.4,"Division of joint capsule, ligament, or cartilage, shoulder"
80.48,80.4,"Division of joint capsule, ligament, or cartilage, foot and toe"
80.42,80.4,"Division of joint capsule, ligament, or cartilage, elbow"
92.3,92,Stereotactic radiosurgery
92.39,92.3,"Stereotactic radiosurgery, not elsewhere classified"
92.30,92.3,"Stereotactic radiosurgery, not otherwise specified"
92.31,92.3,Single source photon radiosurgery
92.32,92.3,Multi-source photon radiosurgery
92.33,92.3,Particulate radiosurgery
65.9,65,Other operations on ovary
65.92,65.9,Transplantation of ovary
65.99,65.9,Other operations on ovary
65.91,65.9,Aspiration of ovary
65.94,65.9,Ovarian denervation
65.95,65.9,Release of torsion of ovary
65.93,65.9,Manual rupture of ovarian cyst
99.6,99,Conversion of cardiac rhythm
99.69,99.6,Other conversion of cardiac rhythm
99.62,99.6,Other electric countershock of heart
99.61,99.6,Atrial cardioversion
99.64,99.6,Carotid sinus stimulation
99.60,99.6,"Cardiopulmonary resuscitation, not otherwise specified"
99.63,99.6,Closed chest cardiac massage
38.5,38,Ligation and stripping of varicose veins
38.55,38.5,"Ligation and stripping of varicose veins, other thoracic vessels"
38.59,38.5,"Ligation and stripping of varicose veins, lower limb veins"
38.50,38.5,"Ligation and stripping of varicose veins, unspecified site"
38.53,38.5,"Ligation and stripping of varicose veins, upper limb vessels"
38.57,38.5,"Ligation and stripping of varicose veins, abdominal veins"
38.51,38.5,"Ligation and stripping of varicose veins, intracranial vessels"
38.52,38.5,"Ligation and stripping of varicose veins, other vessels of head and neck"
86.03,86.0,Incision of pilonidal sinus or cyst
86.0,86,Incision of skin and subcutaneous tissue
86.09,86.0,Other incision of skin and subcutaneous tissue
86.02,86.0,Injection or tattooing of skin lesion or defect
86.01,86.0,Aspiration of skin and subcutaneous tissue
86.06,86.0,Insertion of totally implantable infusion pump
86.05,86.0,Incision with removal of foreign body or device from skin and subcutaneous tissue
86.07,86.0,Insertion of totally implantable vascular access device [VAD]
86.04,86.0,Other incision with drainage of skin and subcutaneous tissue
22.19,22.1,Other diagnostic procedures on nasal sinuses
22.1,22,Diagnostic procedures on nasal sinus
22.11,22.1,Closed [endoscopic] [needle] biopsy of nasal sinus
22.12,22.1,Open biopsy of nasal sinus
49.9,49,Other operations on anus
49.93,49.9,Other incision of anus
49.99,49.9,Other operations on anus
49.95,49.9,Control of (postoperative) hemorrhage of anus
49.94,49.9,Reduction of anal prolapse
49.92,49.9,Insertion of subcutaneous electrical anal stimulator
49.91,49.9,Incision of anal septum
97.7,97,Nonoperative removal of therapeutic device from genital system
97.73,97.7,Removal of vaginal diaphragm
97.79,97.7,Removal of other device from genital tract
97.75,97.7,Removal of vaginal or vulvar packing
97.71,97.7,Removal of intrauterine contraceptive device
97.72,97.7,Removal of intrauterine pack
97.74,97.7,Removal of other vaginal pessary
77.6,77,Local excision of lesion or tissue of bone
77.60,77.6,"Local excision of lesion or tissue of bone, unspecified site"
77.66,77.6,"Local excision of lesion or tissue of bone, patella"
77.63,77.6,"Local excision of lesion or tissue of bone, radius and ulna"
77.68,77.6,"Local excision of lesion or tissue of bone, tarsals and metatarsals"
77.67,77.6,"Local excision of lesion or tissue of bone, tibia and fibula"
77.69,77.6,"Local excision of lesion or tissue of bone, other bones"
77.62,77.6,"Local excision of lesion or tissue of bone, humerus"
77.64,77.6,"Local excision of lesion or tissue of bone, carpals and metacarpals"
77.61,77.6,"Local excision of lesion or tissue of bone, scapula, clavicle, and thorax [ribs and sternum]"
77.65,77.6,"Local excision of lesion or tissue of bone, femur"
51.9,51,Other operations on biliary tract
51.99,51.9,Other operations on biliary tract
51.92,51.9,Closure of cholecystostomy
51.93,51.9,Closure of other biliary fistula
51.96,51.9,Percutaneous extraction of common duct stones
51.91,51.9,Repair of laceration of gallbladder
51.95,51.9,Removal of prosthetic device from bile duct
51.94,51.9,Revision of anastomosis of biliary tract
51.98,51.9,Other percutaneous procedures on biliary tract
22.0,22,Aspiration and lavage of nasal sinus
22.00,22.0,"Aspiration and lavage of nasal sinus, not otherwise specified"
22.02,22.0,Aspiration or lavage of nasal sinus through natural ostium
22.01,22.0,Puncture of nasal sinus for aspiration or lavage
91.8,91,Microscopic examination of specimen from other site
91.85,91.8,"Microscopic examination of specimen from other site, toxicology"
91.89,91.8,"Microscopic examination of specimen from other site, other microscopic examination"
91.83,91.8,"Microscopic examination of specimen from other site, culture and sensitivity"
91.82,91.8,"Microscopic examination of specimen from other site, culture"
91.84,91.8,"Microscopic examination of specimen from other site, parasitology"
91.81,91.8,"Microscopic examination of specimen from other site, bacterial smear"
91.86,91.8,"Microscopic examination of specimen from other site, cell block and Papanicolaou smear"
94,87-99.99,Procedures related to the psyche
37.4,37,Repair of heart and pericardium
37.49,37.4,Other repair of heart and pericardium
37.41,37.4,Implantation of prosthetic cardiac support device around the heart
64.5,64,"Operations for sex transformation, not elsewhere classified"
37,35-39.99,Other operations on heart and pericardium
55,55-59.99,Operations on kidney
78,76-84.99,"Other operations on bones, except facial bones"
73.2,73,Internal and combined version and extraction
73.22,73.2,Internal and combined version with extraction
73.21,73.2,Internal and combined version without extraction
64.2,64,Local excision or destruction of lesion of penis
04.5,04,Cranial or peripheral nerve graft
80.0,80,Arthrotomy for removal of prosthesis
80.09,80.0,"Arthrotomy for removal of prosthesis without replacement, other specified sites"
80.02,80.0,"Arthrotomy for removal of prosthesis without replacement, elbow"
80.07,80.0,"Arthrotomy for removal of prosthesis without replacement, ankle"
80.01,80.0,"Arthrotomy for removal of prosthesis without replacement, shoulder"
80.08,80.0,"Arthrotomy for removal of prosthesis without replacement, foot and toe"
80.04,80.0,"Arthrotomy for removal of prosthesis without replacement, hand and finger"
80.06,80.0,"Arthrotomy for removal of prosthesis without replacement, knee"
80.00,80.0,"Arthrotomy for removal of prosthesis without replacement, unspecified site"
80.05,80.0,"Arthrotomy for removal of prosthesis without replacement, hip"
80.03,80.0,"Arthrotomy for removal of prosthesis without replacement, wrist"
85.74,85.7,"Deep inferior epigastric artery perforator (DIEP) flap, free"
85.7,85,Total reconstruction of breast
85.75,85.7,"Superficial inferior epigastric artery (SIEA) flap, free"
85.79,85.7,Other total reconstruction of breast
85.76,85.7,"Gluteal artery perforator (GAP) flap, free"
85.70,85.7,"Total reconstruction of breast, not otherwise specified"
85.71,85.7,Latissimus dorsi myocutaneous flap
85.72,85.7,"Transverse rectus abdominis myocutaneous (TRAM) flap, pedicled"
85.73,85.7,"Transverse rectus abdominis myocutaneous (TRAM) flap, free"
21.9,21,Other operations on nose
21.99,21.9,Other operations on nose
21.91,21.9,Lysis of adhesions of nose
03.7,03,Shunt of spinal theca
03.71,03.7,Spinal subarachnoid-peritoneal shunt
03.79,03.7,Other shunt of spinal theca
03.72,03.7,Spinal subarachnoid-ureteral shunt
77.01,77.0,"Sequestrectomy, scapula, clavicle, and thorax [ribs and sternum]"
77.0,77,Sequestrectomy
77.00,77.0,"Sequestrectomy, unspecified site"
77.04,77.0,"Sequestrectomy, carpals and metacarpals"
77.09,77.0,"Sequestrectomy, other bones"
77.02,77.0,"Sequestrectomy, humerus"
77.07,77.0,"Sequestrectomy, tibia and fibula"
77.06,77.0,"Sequestrectomy, patella"
77.03,77.0,"Sequestrectomy, radius and ulna"
77.05,77.0,"Sequestrectomy, femur"
77.08,77.0,"Sequestrectomy, tarsals and metatarsals"
18.6,18,Reconstruction of external auditory canal
48.1,48,Proctostomy
13.9,13,Other operations on lens
13.90,13.9,"Operation on lens, not elsewhere classified"
13.91,13.9,Implantation of intraocular telescope prosthesis
53.7,53,"Repair of diaphragmatic hernia, abdominal approach"
53.71,53.7,"Laparoscopic repair of diaphragmatic hernia, abdominal approach"
53.72,53.7,"Other and open repair of diaphragmatic hernia, abdominal approach"
53.75,53.7,"Repair of diaphragmatic hernia, abdominal approach, not otherwise specified"
83,76-84.99,"Operations on muscle, tendon, fascia, and bursa, except hand"
83.5,83,Bursectomy
82.8,82,Other plastic operations on hand
82.89,82.8,Other plastic operations on hand
82.82,82.8,Repair of cleft hand
82.84,82.8,Repair of mallet finger
82.83,82.8,Repair of macrodactyly
82.81,82.8,"Transfer of finger, except thumb"
82.86,82.8,Other tenoplasty of hand
82.85,82.8,Other tenodesis of hand
65,65-71.99,Operations on ovary
87.22,87.2,Other x-ray of cervical spine
87.2,87,X-ray of spine
87.29,87.2,Other x-ray of spine
87.23,87.2,Other x-ray of thoracic spine
87.24,87.2,Other x-ray of lumbosacral spine
87.21,87.2,Contrast myelogram
57.1,57,Cystotomy and cystostomy
57.12,57.1,Lysis of intraluminal adhesions with incision into bladder
57.17,57.1,Percutaneous cystostomy
57.18,57.1,Other suprapubic cystostomy
57.11,57.1,Percutaneous aspiration of bladder
57.19,57.1,Other cystotomy
41.5,41,Total splenectomy
97.0,97,Nonoperative replacement of gastrointestinal appliance
97.03,97.0,Replacement of tube or enterostomy device of small intestine
97.02,97.0,Replacement of gastrostomy tube
97.05,97.0,Replacement of stent (tube) in biliary or pancreatic duct
97.01,97.0,Replacement of (naso-)gastric or esophagostomy tube
97.04,97.0,Replacement of tube or enterostomy device of large intestine
34.4,34,Excision or destruction of lesion of chest wall
90.56,90.5,"Microscopic examination of blood, cell block and Papanicolaou smear"
90.5,90,Microscopic examination of blood
90.54,90.5,"Microscopic examination of blood, parasitology"
90.55,90.5,"Microscopic examination of blood, toxicology"
90.59,90.5,"Microscopic examination of blood, other microscopic examination"
90.52,90.5,"Microscopic examination of blood, culture"
90.53,90.5,"Microscopic examination of blood, culture and sensitivity"
90.51,90.5,"Microscopic examination of blood, bacterial smear"
86.5,86,Suture or other closure of skin and subcutaneous tissue
86.51,86.5,Replantation of scalp
86.59,86.5,Closure of skin and subcutaneous tissue of other sites
16.8,16,Repair of injury of eyeball and orbit
16.82,16.8,Repair of rupture of eyeball
16.81,16.8,Repair of wound of orbit
16.89,16.8,Other repair of injury of eyeball or orbit
20.8,20,Operations on eustachian tube
50.4,50,Total hepatectomy
98.25,98.2,"Removal of other foreign body without incision from trunk except scrotum, penis, or vulva"
98.2,98,Removal of other foreign body without incision
98.24,98.2,Removal of foreign body from scrotum or penis without incision
98.21,98.2,Removal of superficial foreign body from eye without incision
98.27,98.2,"Removal of foreign body without incision from upper limb, except hand"
98.22,98.2,Removal of other foreign body without incision from head and neck
98.20,98.2,"Removal of foreign body, not otherwise specified"
98.26,98.2,Removal of foreign body from hand without incision
98.29,98.2,"Removal of foreign body without incision from lower limb, except foot"
98.28,98.2,Removal of foreign body from foot without incision
98.23,98.2,Removal of foreign body from vulva without incision
71.8,71,Other operations on vulva
86.65,86.6,Heterograft to skin
86.62,86.6,Other skin graft to hand
86.6,86,Free skin graft
86.69,86.6,Other skin graft to other sites
86.66,86.6,Homograft to skin
86.67,86.6,Dermal regenerative graft
86.63,86.6,Full-thickness skin graft to other sites
86.61,86.6,Full-thickness skin graft to hand
86.60,86.6,"Free skin graft, not otherwise specified"
86.64,86.6,Hair transplant
52.22,52.2,Other excision or destruction of lesion or tissue of pancreas or pancreatic duct
52.2,52,Local excision or destruction of pancreas and pancreatic duct
52.21,52.2,Endoscopic excision or destruction of lesion or tissue of pancreatic duct
91.3,91,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen"
91.36,91.3,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, cell block and Papanicolaou smear"
91.33,91.3,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, culture and sensitivity"
91.35,91.3,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, toxicology"
91.32,91.3,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, culture"
91.31,91.3,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, bacterial smear"
91.34,91.3,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, parasitology"
91.39,91.3,"Microscopic examination of specimen from bladder, urethra, prostate, seminal vesicle, perivesical tissue, and of urine and semen, other microscopic examination"
71.7,71,Repair of vulva and perineum
71.71,71.7,Suture of laceration of vulva or perineum
71.79,71.7,Other repair of vulva and perineum
71.72,71.7,Repair of fistula of vulva or perineum
69.7,69,Insertion of intrauterine contraceptive device
44.0,44,Vagotomy
44.02,44.0,Highly selective vagotomy
44.00,44.0,"Vagotomy, not otherwise specified"
44.01,44.0,Truncal vagotomy
44.03,44.0,Other selective vagotomy
13.5,13,Other extracapsular extraction of lens
13.59,13.5,Other extracapsular extraction of lens
13.51,13.5,Extracapsular extraction of lens by temporal inferior route
32.0,32,Local excision or destruction of lesion or tissue of bronchus
32.01,32.0,Endoscopic excision or destruction of lesion or tissue of bronchus
32.09,32.0,Other local excision or destruction of lesion or tissue of bronchus
87.7,87,X-ray of urinary system
87.76,87.7,Retrograde cystourethrogram
87.77,87.7,Other cystogram
87.72,87.7,Other nephrotomogram
87.78,87.7,Ileal conduitogram
87.75,87.7,Percutaneous pyelogram
87.71,87.7,Computerized axial tomography of kidney
87.73,87.7,Intravenous pyelogram
87.79,87.7,Other x-ray of the urinary system
87.74,87.7,Retrograde pyelogram
62.0,62,Incision of testis
65.5,65,Bilateral oophorectomy
65.52,65.5,Other removal of remaining ovary
65.54,65.5,Laparoscopic removal of remaining ovary
65.53,65.5,Laparoscopic removal of both ovaries at same operative episode
65.51,65.5,Other removal of both ovaries at same operative episode
82.0,82,"Incision of muscle, tendon, fascia, and bursa of hand"
82.03,82.0,Bursotomy of hand
82.02,82.0,Myotomy of hand
82.09,82.0,Other incision of soft tissue of hand
82.04,82.0,Incision and drainage of palmar or thenar space
82.01,82.0,Exploration of tendon sheath of hand
43.9,43,Total gastrectomy
43.91,43.9,Total gastrectomy with intestinal interposition
43.99,43.9,Other total gastrectomy
34.7,34,Repair of chest wall
34.73,34.7,Closure of other fistula of thorax
34.72,34.7,Closure of thoracostomy
34.74,34.7,Repair of pectus deformity
34.79,34.7,Other repair of chest wall
34.71,34.7,Suture of laceration of chest wall
00.9,00-00.99,Other procedures and interventions
00.91,00.9,Transplant from live related donor
00.94,00.9,Intra-operative neurophysiologic monitoring
00.95,00.9,Injection or infusion of glucarpidase
00.93,00.9,Transplant from cadaver
00.96,00.9,Infusion of 4-Factor Prothrombin Complex Concentrate
00.92,00.9,Transplant from live non-related donor
81.5,81,Joint replacement of lower extremity
81.55,81.5,"Revision of knee replacement, not otherwise specified"
81.51,81.5,Total hip replacement
81.53,81.5,"Revision of hip replacement, not otherwise specified"
81.57,81.5,Replacement of joint of foot and toe
81.52,81.5,Partial hip replacement
81.56,81.5,Total ankle replacement
81.59,81.5,"Revision of joint replacement of lower extremity, not elsewhere classified"
81.54,81.5,Total knee replacement
68.15,68.1,Closed biopsy of uterine ligaments
68.1,68,Diagnostic procedures on uterus and supporting structures
68.13,68.1,Open biopsy of uterus
68.12,68.1,Hysteroscopy
68.16,68.1,Closed biopsy of uterus
68.11,68.1,Digital examination of uterus
68.19,68.1,Other diagnostic procedures on uterus and supporting structures
68.14,68.1,Open biopsy of uterine ligaments
71.5,71,Radical vulvectomy
88.4,88,Arteriography using contrast material
88.48,88.4,Arteriography of femoral and other lower extremity arteries
88.41,88.4,Arteriography of cerebral arteries
88.46,88.4,Arteriography of placenta
88.40,88.4,"Arteriography using contrast material, unspecified site"
88.47,88.4,Arteriography of other intra-abdominal arteries
88.43,88.4,Arteriography of pulmonary arteries
88.44,88.4,Arteriography of other intrathoracic vessels
88.45,88.4,Arteriography of renal arteries
88.42,88.4,Aortography
88.49,88.4,Arteriography of other specified sites
72.1,72,Low forceps operation with episiotomy
30.1,30,Hemilaryngectomy
15.3,15,"Operations on two or more extraocular muscles involving temporary detachment from globe, one or both eyes"
79.1,79,Closed reduction of fracture with internal fixation
79.18,79.1,"Closed reduction of fracture with internal fixation, phalanges of foot"
79.19,79.1,"Closed reduction of fracture with internal fixation, other specified bone"
79.14,79.1,"Closed reduction of fracture with internal fixation, phalanges of hand"
79.16,79.1,"Closed reduction of fracture with internal fixation, tibia and fibula"
79.13,79.1,"Closed reduction of fracture with internal fixation, carpals and metacarpals"
79.17,79.1,"Closed reduction of fracture with internal fixation, tarsals and metatarsals"
79.12,79.1,"Closed reduction of fracture with internal fixation, radius and ulna"
79.10,79.1,"Closed reduction of fracture with internal fixation, unspecified site"
79.15,79.1,"Closed reduction of fracture with internal fixation, femur"
79.11,79.1,"Closed reduction of fracture with internal fixation, humerus"
48.8,48,Incision or excision of perirectal tissue or lesion
48.81,48.8,Incision of perirectal tissue
48.82,48.8,Excision of perirectal tissue
11.3,11,Excision of pterygium
11.31,11.3,Transposition of pterygium
11.39,11.3,Other excision of pterygium
11.32,11.3,Excision of pterygium with corneal graft
17.7,17,Other diagnostic and therapeutic procedures
17.70,17.7,Intravenous infusion of clofarabine
17.71,17.7,Non-coronary intra-operative fluorescence vascular angiography [IFVA]
08.22,08.2,Excision of other minor lesion of eyelid
08.2,08,Excision or destruction of lesion or tissue of eyelid
08.23,08.2,"Excision of major lesion of eyelid, partial-thickness"
08.25,08.2,Destruction of lesion of eyelid
08.21,08.2,Excision of chalazion
08.24,08.2,"Excision of major lesion of eyelid, full-thickness"
08.20,08.2,"Removal of lesion of eyelid, not otherwise specified"
79.3,79,Open reduction of fracture with internal fixation
79.35,79.3,"Open reduction of fracture with internal fixation, femur"
79.39,79.3,"Open reduction of fracture with internal fixation, other specified bone"
79.37,79.3,"Open reduction of fracture with internal fixation, tarsals and metatarsals"
79.31,79.3,"Open reduction of fracture with internal fixation, humerus"
79.30,79.3,"Open reduction of fracture with internal fixation, unspecified site"
79.33,79.3,"Open reduction of fracture with internal fixation, carpals and metacarpals"
79.34,79.3,"Open reduction of fracture with internal fixation, phalanges of hand"
79.38,79.3,"Open reduction of fracture with internal fixation, phalanges of foot"
79.32,79.3,"Open reduction of fracture with internal fixation, radius and ulna"
79.36,79.3,"Open reduction of fracture with internal fixation, tibia and fibula"
36.9,36,Other operations on vessels of heart
36.91,36.9,Repair of aneurysm of coronary vessel
36.99,36.9,Other operations on vessels of heart
62.2,62,Excision or destruction of testicular lesion
27,21-29.99,Other operations on mouth and face
44.6,44,Other repair of stomach
44.61,44.6,Suture of laceration of stomach
44.69,44.6,Other repair of stomach
44.64,44.6,Gastropexy
44.63,44.6,Closure of other gastric fistula
44.67,44.6,Laparoscopic procedures for creation of esophagogastric sphincteric competence
44.65,44.6,Esophagogastroplasty
44.68,44.6,Laparoscopic gastroplasty
44.62,44.6,Closure of gastrostomy
44.66,44.6,Other procedures for creation of esophagogastric sphincteric competence
27.4,27,Excision of other parts of mouth
27.42,27.4,Wide excision of lesion of lip
27.41,27.4,Labial frenectomy
27.43,27.4,Other excision of lesion or tissue of lip
27.49,27.4,Other excision of mouth
57.7,57,Total cystectomy
57.71,57.7,Radical cystectomy
57.79,57.7,Other total cystectomy
56.2,56,Ureterotomy
81.7,81,"Arthroplasty and repair of hand, fingers, and wrist"
81.73,81.7,Total wrist replacement
81.75,81.7,Arthroplasty of carpocarpal or carpometacarpal joint without implant
81.74,81.7,Arthroplasty of carpocarpal or carpometacarpal joint with implant
81.72,81.7,Arthroplasty of metacarpophalangeal and interphalangeal joint without implant
81.79,81.7,"Other repair of hand, fingers, and wrist"
81.71,81.7,Arthroplasty of metacarpophalangeal and interphalangeal joint with implant
68.8,68,Pelvic evisceration
51.4,51,Incision of bile duct for relief of obstruction
51.43,51.4,Insertion of choledochohepatic tube for decompression
51.49,51.4,Incision of other bile ducts for relief of obstruction
51.42,51.4,Common duct exploration for relief of other obstruction
51.41,51.4,Common duct exploration for removal of calculus
77,76-84.99,"Incision, excision, and division of other bones"
65.2,65,Local excision or destruction of ovarian lesion or tissue
65.24,65.2,Laparoscopic wedge resection of ovary
65.23,65.2,Laparoscopic marsupialization of ovarian cyst
65.22,65.2,Wedge resection of ovary
65.21,65.2,Marsupialization of ovarian cyst
65.25,65.2,Other laparoscopic local excision or destruction of ovary
65.29,65.2,Other local excision or destruction of ovary
04,01-05.99,Operations on cranial and peripheral nerves
69.0,69,Dilation and curettage of uterus
69.09,69.0,Other dilation and curettage
69.01,69.0,Dilation and curettage for termination of pregnancy
69.02,69.0,Dilation and curettage following delivery or abortion
63.3,63,Excision of other lesion or tissue of spermatic cord and epididymis
16.4,16,Enucleation of eyeball
16.42,16.4,Enucleation of eyeball with other synchronous implant
16.41,16.4,Enucleation of eyeball with synchronous implant into Tenon's capsule with attachment of muscles
16.49,16.4,Other enucleation of eyeball
66.1,66,Diagnostic procedures on fallopian tubes
66.11,66.1,Biopsy of fallopian tube
66.19,66.1,Other diagnostic procedures on fallopian tubes
17.8,17,Other adjunct procedures
17.81,17.8,Insertion of antimicrobial envelope
91.2,91,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue"
91.24,91.2,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, parasitology"
91.22,91.2,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, culture"
91.21,91.2,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, bacterial smear"
91.23,91.2,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, culture and sensitivity"
91.25,91.2,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, toxicology"
91.29,91.2,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, other microscopic examination"
91.26,91.2,"Microscopic examination of specimen from kidney, ureter, perirenal and periureteral tissue, cell block and Papanicolaou smear"
02.1,02,Repair of cerebral meninges
02.14,02.1,Choroid plexectomy
02.12,02.1,Other repair of cerebral meninges
02.11,02.1,Simple suture of dura mater of brain
02.13,02.1,Ligation of meningeal vessel
17.62,17.6,Laser interstitial thermal therapy [LITT] of lesion or tissue of head and neck under guidance
17.6,17,Laser interstitial thermal therapy [LITT] under guidance
17.63,17.6,Laser interstitial thermal therapy [LITT] of lesion or tissue of liver under guidance
17.69,17.6,Laser interstitial thermal therapy [LITT] of lesion or tissue of other and unspecified site under guidance
17.61,17.6,Laser interstitial thermal therapy [LITT] of lesion or tissue of brain under guidance
35.7,35,Other and unspecified repair of atrial and ventricular septa
35.70,35.7,Other and unspecified repair of unspecified septal defect of heart
35.73,35.7,Other and unspecified repair of endocardial cushion defect
35.72,35.7,Other and unspecified repair of ventricular septal defect
35.71,35.7,Other and unspecified repair of atrial septal defect
89.54,89.5,Electrographic monitoring
89.5,89,Other nonoperative cardiac and vascular diagnostic procedures
89.58,89.5,Plethysmogram
89.55,89.5,Phonocardiogram with ECG lead
89.51,89.5,Rhythm electrocardiogram
89.52,89.5,Electrocardiogram
89.56,89.5,Carotid pulse tracing with ECG lead
89.57,89.5,Apexcardiogram (with ECG lead)
89.53,89.5,Vectorcardiogram (with ECG)
89.50,89.5,Ambulatory cardiac monitoring
89.59,89.5,Other nonoperative cardiac and vascular measurements
68,65-71.99,Other incision and excision of uterus
37.79,37.7,Revision or relocation of cardiac device pocket
37.7,37,"Insertion, revision, replacement, and removal of leads; insertion of temporary pacemaker system; or revision of cardiac device pocket"
37.71,37.7,Initial insertion of transvenous lead [electrode] into ventricle
37.78,37.7,Insertion of temporary transvenous pacemaker system
37.76,37.7,Replacement of transvenous atrial and/or ventricular lead(s) [electrode]
37.77,37.7,Removal of lead(s) [electrode] without replacement
37.75,37.7,Revision of lead [electrode]
37.70,37.7,"Initial insertion of lead [electrode], not otherwise specified"
37.72,37.7,Initial insertion of transvenous leads [electrodes] into atrium and ventricle
37.73,37.7,Initial insertion of transvenous lead [electrode] into atrium
37.74,37.7,Insertion or replacement of epicardial lead [electrode] into epicardium
14.4,14,Repair of retinal detachment with scleral buckling and implant
14.41,14.4,Scleral buckling with implant
14.49,14.4,Other scleral buckling
53.3,53,Bilateral repair of femoral hernia
53.31,53.3,Bilateral repair of femoral hernia with graft or prosthesis
53.39,53.3,Other bilateral femoral herniorrhaphy
73.9,73,Other operations assisting delivery
73.92,73.9,Replacement of prolapsed umbilical cord
73.91,73.9,External version assisting delivery
73.99,73.9,Other operations assisting delivery
73.94,73.9,Pubiotomy to assist delivery
73.93,73.9,Incision of cervix to assist delivery
13.2,13,Extracapsular extraction of lens by linear extraction technique
20.1,20,Removal of tympanostomy tube
38.2,38,Diagnostic procedures on blood vessels
38.29,38.2,Other diagnostic procedures on blood vessels
38.22,38.2,Percutaneous angioscopy
38.26,38.2,Insertion of implantable pressure sensor without lead for intracardiac or great vessel hemodynamic monitoring
38.21,38.2,Biopsy of blood vessel
38.24,38.2,Intravascular imaging of coronary vessel(s) by optical coherence tomography [OCT]
38.23,38.2,Intravascular spectroscopy
38.25,38.2,Intravascular imaging of non-coronary vessel(s) by optical coherence tomography [OCT]
13.3,13,Extracapsular extraction of lens by simple aspiration (and irrigation) technique
97.2,97,Other nonoperative replacement
97.26,97.2,Replacement of vaginal or vulvar packing or drain
97.24,97.2,Replacement and refitting of vaginal diaphragm
97.22,97.2,Replacement of dental packing
97.23,97.2,Replacement of tracheostomy tube
